iter	MultiClass
137	0.04684503843
138	0.04612906999
139	0.04593738432
140	0.04536041464
141	0.04516142373
142	0.04473193775
143	0.04449943055
144	0.04397239248
145	0.04376138553
146	0.04339609993
147	0.04307027832
148	0.04282225499
149	0.04260444559
150	0.04252577207
151	0.0421778918
152	0.04152791748
153	0.04140042043
154	0.0412361081
155	0.04108637786
156	0.04088917491
157	0.04058300941
158	0.04040740215
159	0.03994890129
160	0.03963882081
161	0.03906776543
162	0.03884528767
163	0.03831412722
164	0.03815633926
165	0.03791966646
166	0.03765859491
167	0.03744543999
168	0.03733106886
169	0.0371316612
170	0.03694562343
171	0.03646684541
172	0.03626310709
173	0.03592018843
174	0.03568209124
175	0.03560929459
176	0.0350341772
177	0.03474838899
178	0.03458112873
179	0.03444766519
180	0.03431385627
181	0.03421975876
182	0.03400983931
183	0.03384517605
184	0.0335310167
185	0.03308242664
186	0.03273329309
187	0.03260286033
188	0.03246967688
189	0.03227878881
190	0.03185664231
191	0.03171504128
192	0.03154516162
193	0.0311471286
194	0.03103665187
195	0.03080847626
196	0.03059950821
197	0.03024962761
198	0.03014767698
199	0.03000304775
200	0.02977635774
201	0.02961711045
202	0.02951813945
203	0.02942558584
204	0.02933459972
205	0.02921218845
206	0.02915314899
207	0.02906345501
208	0.02889128147
209	0.0287881829
210	0.02868247187
211	0.0284450683
212	0.02834136921
213	0.0282192477
214	0.02803696141
215	0.0279636339
216	0.02755483575
217	0.02746205944
218	0.02726076256
219	0.0271322632
220	0.02700515701
221	0.02668976514
222	0.02642741792
223	0.02637621863
224	0.02630578422
225	0.02621628181
226	0.02615283813
227	0.02598759457
228	0.02577459382
229	0.02571152296
230	0.02546670963
231	0.02515144417
232	0.02502919832
233	0.02498147644
234	0.02484989531
235	0.02462172228
236	0.02454740659
237	0.02432459238
238	0.02417978217
239	0.02394182216
240	0.02369072891
241	0.02363801306
242	0.02355863726
243	0.02345945706
244	0.0233854686
245	0.02332142395
246	0.02321869689
247	0.02308345466
248	0.02293925757
249	0.02281866764
250	0.02272428268
251	0.022619181
252	0.02254061034
253	0.02244515876
254	0.02239529376
255	0.02220248427
256	0.02208772301
257	0.02186190381
258	0.02168717137
259	0.0216142989
260	0.02154543468
261	0.02150131199
262	0.02138018654
263	0.02133593391
264	0.0211633366
265	0.02100724152
266	0.0209562855
267	0.02091815053
268	0.02073618989
269	0.02068809612
270	0.02067047192
271	0.0205655363
272	0.02051488337
273	0.02038906016
274	0.02022844624
275	0.02018659352
276	0.02011967419
277	0.02006031344
278	0.01989302026
279	0.01975095834
280	0.01958675371
281	0.01950535079
282	0.01947071108
283	0.01934726345
284	0.01932461606
285	0.01924319049
286	0.01909585261
287	0.01900174372
288	0.01889720719
289	0.01877674969
290	0.01861774959
291	0.01855501338
292	0.01850622578
293	0.01844417146
294	0.01840300641
295	0.01820745264
296	0.0181124542
297	0.01800905422
298	0.01795580122
299	0.01792436974
300	0.01784645752
301	0.01768233592
302	0.01759322221
303	0.01754518629
304	0.01751275833
305	0.01745852704
306	0.01741484837
307	0.01736223039
308	0.01729801285
309	0.01724952811
310	0.01715825296
311	0.0170894953
312	0.01703982182
313	0.01692828202
314	0.01690088836
315	0.0167938483
316	0.01672739637
317	0.01669636358
318	0.01666604926
319	0.01661859021
320	0.01657103592
321	0.01652806535
322	0.01650184814
323	0.01647577967
324	0.01636125184
325	0.01629783761
326	0.01625913716
327	0.01623364589
328	0.0162001065
329	0.01616022516
330	0.01611338738
331	0.01606608113
332	0.01599688088
333	0.01598399097
334	0.01591090204
335	0.01588190068
336	0.01586224638
337	0.01581916401
338	0.01578998245
339	0.01574106053
340	0.01573151165
341	0.01568944152
342	0.01555754172
343	0.01548527304
344	0.01544523706
345	0.01541388597
346	0.0153762107
347	0.0153065945
348	0.01524942672
349	0.01516474487
350	0.01515204786
351	0.01506962327
352	0.01501019328
353	0.01498821823
354	0.01496652677
355	0.01492452568
356	0.01484386819
357	0.01477217819
358	0.01473988826
359	0.01471270657
360	0.01464064567
361	0.01460455675
362	0.01455794147
363	0.0145146069
364	0.01447838511
365	0.0143843316
366	0.01436400695
367	0.01428389351
368	0.014223725
369	0.01418565087
370	0.014164155
371	0.01413804532
372	0.01406569777
373	0.01403431228
374	0.01401836352
375	0.01396255055
376	0.01393715605
377	0.01390688981
378	0.01383419213
379	0.013824344
380	0.01380485626
381	0.01378344641
382	0.01375362837
383	0.01368716699
384	0.01358883597
385	0.0135641538
386	0.01354621445
387	0.01349119987
388	0.01344147549
389	0.01338539295
390	0.01336666207
391	0.01331582587
392	0.01330319328
393	0.0132822816
394	0.01318541589
395	0.01314767725
396	0.01309804314
397	0.01308987443
398	0.01307364695
399	0.01303171656
400	0.01301196584
401	0.01300381995
402	0.01298726458
403	0.01295272301
404	0.01293210678
405	0.01290504417
406	0.01287635376
407	0.0128603296
408	0.01284360087
409	0.01282943789
410	0.01279979561
411	0.01272376491
412	0.01270051071
413	0.01267884003
414	0.0126572935
415	0.01264661929
416	0.01254690109
417	0.01251887651
418	0.0125003746
419	0.01244911405
420	0.01240973698
421	0.0123132103
422	0.01216667575
423	0.01216125774
424	0.0120796325
425	0.01207142093
426	0.01205685683
427	0.01198422092
428	0.01197446149
429	0.01195942956
430	0.01193444304
431	0.01192423913
432	0.01187231409
433	0.01185590134
434	0.01182145199
435	0.01181258332
436	0.01180541908
437	0.01177825989
438	0.01176602842
439	0.01173918453
440	0.01172557368
441	0.01171347793
442	0.01170091478
443	0.01168791057
444	0.01167952818
445	0.0116561786
446	0.01164451284
447	0.01158058539
448	0.01155537467
449	0.01154215148
450	0.01151652235
451	0.01147987299
452	0.01146747927
453	0.01144418577
454	0.01143221169
455	0.01142361617
456	0.01139716538
457	0.01134604011
458	0.0113063596
459	0.01128316238
460	0.01126807685
461	0.01123141899
462	0.01120110534
463	0.01119263276
464	0.01116082331
465	0.01115179671
466	0.01113551249
467	0.01109164742
468	0.0110556098
469	0.01104920132
470	0.01098428938
471	0.01096997771
472	0.01095590146
473	0.01089980398
474	0.01086181301
475	0.01079620828
476	0.01078654406
477	0.0107605055
478	0.01070124381
479	0.01066854
480	0.01065048799
481	0.0106253299
482	0.01061970955
483	0.01061123362
484	0.01057461877
485	0.01051711441
486	0.01050424469
487	0.01049895228
488	0.01049643999
489	0.01048162564
490	0.01043137452
491	0.01041359221
492	0.01040784144
493	0.01039150674
494	0.01037359029
495	0.01034596002
496	0.01032765484
497	0.01026362965
498	0.01025673231
499	0.01024507687
500	0.01021340951
501	0.01020547005
502	0.01019190312
503	0.01017890827
504	0.01012731667
505	0.01010514357
506	0.01008871369
507	0.01005999624
508	0.01005388253
509	0.01004654695
510	0.01002082735
511	0.009983275423
512	0.009888931092
513	0.0098833314
514	0.009870925394
515	0.009845387293
516	0.009816556394
517	0.009804905681
518	0.009795382971
519	0.00978184045
520	0.009772243641
521	0.009765259279
522	0.009754604313
523	0.009718421571
524	0.009678666311
525	0.009637376318
526	0.009634442737
527	0.009603775561
528	0.009601206778
529	0.009591585333
530	0.00958584516
531	0.009579569072
532	0.009569178313
533	0.009560884319
534	0.009553793393
535	0.009545868592
536	0.009526711597
537	0.009510418166
538	0.009503335684
539	0.009501987394
540	0.009483408783
541	0.009403538915
542	0.009396182474
543	0.00937586271
544	0.00935459136
545	0.009343248103
546	0.009331347692
547	0.009317380988
548	0.00928552307
549	0.009270982475
550	0.009243517515
551	0.009238088825
552	0.009212026911
553	0.009207449843
554	0.009189914338
555	0.009175600206
556	0.009147584214
557	0.009144482814
558	0.009130646229
559	0.009106916762
560	0.009085411768
561	0.009081160569
562	0.009072825439
563	0.009060983377
564	0.009052501786
565	0.009021373894
566	0.008986602641
567	0.008976872064
568	0.00896762841
569	0.008953430296
570	0.008949953605
571	0.008938276725
572	0.008927577147
573	0.008925637566
574	0.00892152738
575	0.00891896446
576	0.008907196995
577	0.008866790198
578	0.008854593898
579	0.008844619204
580	0.008842289593
581	0.00883557056
582	0.00883170599
583	0.008824862274
584	0.008820441256
585	0.008808246952
586	0.008806538062
587	0.008800481006
588	0.008749562981
589	0.008745848555
590	0.00874021153
591	0.00872857272
592	0.008712560114
593	0.008695321043
594	0.008674472155
595	0.008647894578
596	0.008636261977
597	0.008615878144
598	0.008570577965
599	0.008567562354
600	0.00856073224
601	0.008544295925
602	0.008524228495
603	0.008518927029
604	0.008504136815
605	0.008502577311
606	0.008491294059
607	0.008486795536
608	0.008460978884
609	0.008459855617
610	0.008458268076
611	0.008455966008
612	0.008448962828
613	0.008427916408
614	0.00842470807
615	0.008414605051
616	0.008390255552
617	0.008378374524
618	0.008368699182
619	0.008366296907
620	0.008364252979
621	0.008361547178
622	0.008356241067
623	0.008350067154
624	0.00833724017
625	0.008330882864
626	0.008304823185
627	0.008281383564
628	0.008279407892
629	0.008278293303
630	0.00826544857
631	0.008259314915
632	0.008245130338
633	0.008243567547
634	0.008243265248
635	0.008237223387
636	0.00822001202
637	0.008203403572
638	0.00818915734
639	0.008173403334
640	0.008150737363
641	0.008147657879
642	0.008122842272
643	0.00811549325
644	0.008113781083
645	0.008104300351
646	0.00809920964
647	0.008095232585
648	0.008076289722
649	0.008046362936
650	0.0080416903
651	0.008028728414
652	0.008027838718
653	0.008022932995
654	0.008021023889
655	0.008007470592
656	0.007984986763
657	0.007984495421
658	0.007983484118
659	0.007977986082
660	0.0079638381
661	0.007960201502
662	0.007944258396
663	0.007940346133
664	0.007932150464
665	0.007926632751
666	0.007923987777
667	0.007920937774
668	0.007918591595
669	0.007918150417
670	0.00790992124
671	0.007905186303
672	0.007901484897
673	0.0078934353
674	0.007883608111
675	0.007878427382
676	0.007874394102
677	0.007868378079
678	0.007866442703
679	0.007861154528
680	0.007821465093
681	0.007809548827
682	0.007772798018
683	0.007766923193
684	0.00775440269
685	0.007747856373
686	0.007741910831
687	0.00773097553
688	0.007722002059
689	0.007710874302
690	0.007708654263
691	0.007705089783
692	0.007699989733
693	0.007689048229
694	0.007687472134
695	0.007683088439
696	0.007680182297
697	0.007674518795
698	0.007673567993
699	0.007666927082
700	0.007665637369
701	0.007659305262
702	0.007642299979
703	0.007639143699
704	0.007637653796
705	0.007628323161
706	0.007626542663
707	0.007606799077
708	0.007606540818
709	0.007601850694
710	0.007599746736
711	0.007597210985
712	0.007596118905
713	0.007594162962
714	0.007564220373
715	0.007561126116
716	0.007558897083
717	0.007557335773
718	0.007553402502
719	0.007546643383
720	0.007532771663
721	0.007503450282
722	0.0074994257
723	0.007498453513
724	0.007494631481
725	0.007474506644
726	0.007472700729
727	0.007460131694
728	0.0074536357
729	0.007447178147
730	0.007430431859
731	0.007423928261
732	0.007416965723
733	0.007408981924
734	0.00740554644
735	0.007389922221
736	0.007386217518
737	0.007353053224
738	0.007349037761
739	0.007344900971
740	0.007320975819
741	0.007316239573
742	0.007308100555
743	0.007307282003
744	0.007304709332
745	0.007300744598
746	0.007294856874
747	0.007291671989
748	0.00728472513
749	0.007283401601
750	0.007265575743
751	0.007259279773
752	0.007253375969
753	0.007244435505
754	0.007222775739
755	0.007205640157
756	0.007188006977
757	0.007183722037
758	0.007174185928
759	0.007157458561
760	0.007151334122
761	0.007135344673
762	0.007130762031
763	0.007126789008
764	0.007122601478
765	0.007119432304
766	0.00711730857
767	0.007116517907
768	0.007108527338
769	0.007105946863
770	0.007091660465
771	0.007085078708
772	0.007082651137
773	0.007079482572
774	0.007078627603
775	0.007076699014
776	0.007067152521
777	0.007059809116
778	0.007050954086
779	0.00703762019
780	0.007036940118
781	0.007026909706
782	0.007019536329
783	0.007018620527
784	0.007006382781
785	0.007005066114
786	0.006998171953
787	0.006996363593
788	0.006993064155
789	0.006979601307
790	0.006974993747
791	0.006961814792
792	0.006958758564
793	0.006956514263
794	0.006943732635
795	0.0069404376
796	0.006938717483
797	0.006931996319
798	0.006930424162
799	0.006916515809
800	0.006910429286
801	0.006901849265
802	0.006899471206
803	0.006898742214
804	0.006893467955
805	0.006887667723
806	0.006873813209
807	0.006872833513
808	0.006857769175
809	0.006854989516
810	0.006825987547
811	0.006824901066
812	0.006821735869
813	0.006816044807
814	0.00681083959
815	0.006808178466
816	0.00680759297
817	0.00680701168
818	0.006797653819
819	0.006796988067
820	0.006793625334
821	0.006790342684
822	0.006789776945
823	0.006787228948
824	0.006781953466
825	0.006777031687
826	0.006771766099
827	0.00676363415
828	0.006759476053
829	0.006756186935
830	0.006750725668
831	0.006747457654
832	0.006736291553
833	0.006736008286
834	0.006732867611
835	0.006732436808
836	0.006728642962
837	0.00672396031
838	0.006722133426
839	0.006719788466
840	0.006717084885
841	0.006712399234
842	0.0067056562
843	0.006704926742
844	0.006689000573
845	0.006687091506
846	0.006682181484
847	0.006672350879
848	0.006669804739
849	0.006667687107
850	0.006663904956
851	0.006661600578
852	0.006660960281
853	0.006636148562
854	0.006635512936
855	0.006625311966
856	0.006614296474
857	0.006614081806
858	0.006611356464
859	0.006605766859
860	0.006602148323
861	0.006586282496
862	0.006585728132
863	0.006582819626
864	0.006581643774
865	0.0065770032
866	0.006568930946
867	0.006566404683
868	0.006564047841
869	0.006554899055
870	0.00655447302
871	0.006552406047
872	0.006551177439
873	0.006545415356
874	0.006535190187
875	0.006534356135
876	0.006530465623
877	0.006525340635
878	0.006520466205
879	0.006520256306
880	0.006517832151
881	0.006511271195
882	0.006511060388
883	0.006499738883
884	0.006496679255
885	0.006491987112
886	0.006476655411
887	0.006476290265
888	0.0064720915
889	0.006468296062
890	0.006464537257
891	0.006462253177
892	0.00645324592
893	0.006448106966
894	0.00644534464
895	0.006421659509
896	0.00641822835
897	0.006416379961
898	0.006406599042
899	0.006404580232
900	0.006401708553
901	0.006401565833
902	0.006395491626
903	0.006394727703
904	0.006392688058
905	0.006391338891
906	0.006389142436
907	0.006378346857
908	0.006366571872
909	0.006366384176
910	0.006363205887
911	0.006360174065
912	0.006348690623
913	0.006348324919
914	0.006345840096
915	0.00633675503
916	0.0063280331
917	0.006324622052
918	0.006322216865
919	0.006321193215
920	0.00631852978
921	0.006315595277
922	0.006315075189
923	0.006314475756
924	0.006311758799
925	0.006311002176
926	0.006309576455
927	0.006309434371
928	0.006297054359
929	0.006296706483
930	0.006291266281
931	0.006287484387
932	0.006286682392
933	0.006284512214
934	0.00626897634
935	0.006265650617
936	0.006265425402
937	0.006257047032
938	0.006256584272
939	0.006250058308
940	0.006249504421
941	0.006238635193
942	0.006233642317
943	0.006233397027
944	0.006228298156
945	0.006226469556
946	0.006223589115
947	0.006222330489
948	0.006220183799
949	0.006212003475
950	0.006211040666
951	0.006206955047
952	0.006206591345
953	0.006203232845
954	0.006202899732
955	0.006202300551
956	0.006201818483
957	0.00620152886
958	0.006197016195
959	0.006195790148
960	0.00618491867
961	0.006184529264
962	0.006184220239
963	0.006184137914
964	0.006181679856
965	0.006179054816
966	0.006178401778
967	0.006173714451
968	0.006170273971
969	0.006169009372
970	0.006163424701
971	0.006155960605
972	0.006152337121
973	0.006140115091
974	0.006138746684
975	0.006138428446
976	0.006137888176
977	0.006133647965
978	0.006125743825
979	0.006124851575
980	0.006124543206
981	0.006124451534
982	0.006114000017
983	0.006111819751
984	0.006111632217
985	0.00611089665
986	0.006107195814
987	0.006107085108
988	0.006103474738
989	0.006102140355
990	0.00609795973
991	0.006096780392
992	0.006092324292
993	0.006090174933
994	0.00608811711
995	0.006087910907
996	0.006086809715
997	0.006085041891
998	0.006082097823
999	0.006081773562
